Code	Region	Country	variable	value	region
320	Latin America and Caribbean	Guatemala	1958	1.67371	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1958	1.82664	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1958	3.79742	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1958	2.1922	Latin America and Caribean
591	Latin America and Caribbean	Panama	1958	4.4714	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1958	5.69058	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1958	3.6358	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1958	2.87595	Latin America and Caribean
152	Latin America and Caribbean	Chile	1958	6.02587	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1958	3.68231	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1958	4.06177	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1958	4.77723	#N/A
600	Latin America and Caribbean	Paraguay	1958	4.01986	Latin America and Caribean
604	Latin America and Caribbean	Peru	1958	3.9163	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1958	4.87658	Latin America and Caribean
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1958	2.70951	Latin America and Caribean
36	Western Offshoots	Australia	1958	9.41331	Western Offshoots
554	Western Offshoots	New Zealand	1958	8.31376	Western Offshoots
242	South and South-East Asia	Fiji	1958	3.84364	#N/A
4	South and South-East Asia	Afghanistan	1958	0.299799	South and South-East Asia
50	South and South-East Asia	Bangladesh	1958	1.96948	South and South-East Asia
356	South and South-East Asia	India	1958	1.0585	South and South-East Asia
364	MENA	Iran (Islamic Republic of)	1958	0.602292	MENA
586	South and South-East Asia	Pakistan	1958	1.08264	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1958	3.59235	South and South-East Asia
156	East Asia	China	1958	2.73429	East Asia
408	East Asia	Democratic People's Republic of Korea	1958	3.29054	East Asia
392	East Asia	Japan	1958	8.74946	East Asia
410	East Asia	Korea	1958	4.35654	East Asia
9002	East Asia	Taiwan	1958	4.69595	East Asia
116	South and South-East Asia	Cambodia	1958	4.76343	South and South-East Asia
418	South and South-East Asia	Lao People's Democratic Republic	1958	1.49304	South and South-East Asia
458	South and South-East Asia	Malaysia	1958	2.90246	South and South-East Asia
104	South and South-East Asia	Myanmar	1958	1.17933	South and South-East Asia
608	South and South-East Asia	Philippines	1958	4.36524	South and South-East Asia
702	South and South-East Asia	Singapore	1958	3.79359	South and South-East Asia
764	South and South-East Asia	Thailand	1958	2.54045	South and South-East Asia
704	South and South-East Asia	Viet Nam	1958	3.19069	South and South-East Asia
196	MENA	Cyprus	1958	5.04874	#N/A
368	MENA	Iraq	1958	0.30933	MENA
376	MENA	Israel	1958	7.04803	MENA
400	MENA	Jordan	1958	2.02965	MENA
422	MENA	Lebanon	1958	3.3063	MENA
275	MENA	Palestinian Authority	1958	3.50907	MENA
682	MENA	Saudi Arabia	1958	3.02499	MENA
760	MENA	Syrian Arab Republic	1958	1.85044	MENA
792	MENA	Turkey	1958	2.00167	MENA
12	MENA	Algeria	1958	1.17521	MENA
818	MENA	Egypt	1958	1.01441	MENA
434	MENA	Libya	1958	0.600663	MENA
504	MENA	Morocco	1958	0.517561	MENA
788	MENA	Tunisia	1958	0.870945	MENA
204	Sub-Saharan Africa	Benin	1958	0.380648	Sub-Saharan Africa
854	Sub-Saharan Africa	Burkina Faso	1958	0.0478252	Sub-Saharan Africa
384	Sub-Saharan Africa	Cote d'Ivoire	1958	0.209369	Sub-Saharan Africa
270	Sub-Saharan Africa	Gambia	1958	0.440706	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1958	1.54731	Sub-Saharan Africa
324	Sub-Saharan Africa	Guinea	1958	0.170322	Sub-Saharan Africa
430	Sub-Saharan Africa	Liberia	1958	0.693635	Sub-Saharan Africa
466	Sub-Saharan Africa	Mali	1958	0.189551	Sub-Saharan Africa
478	Sub-Saharan Africa	Mauritania	1958	1.57002	Sub-Saharan Africa
562	Sub-Saharan Africa	Niger	1958	0.0285469	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1958	0.856814	Sub-Saharan Africa
686	Sub-Saharan Africa	Senegal	1958	0.291521	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1958	0.676592	Sub-Saharan Africa
768	Sub-Saharan Africa	Togo	1958	0.357785	Sub-Saharan Africa
24	Sub-Saharan Africa	Angola	1958	0.100348	Sub-Saharan Africa
120	Sub-Saharan Africa	Cameroon	1958	1.26523	Sub-Saharan Africa
140	Sub-Saharan Africa	Central African Republic	1958	0.422722	Sub-Saharan Africa
148	Sub-Saharan Africa	Chad	1958	0.203707	Sub-Saharan Africa
178	Sub-Saharan Africa	Congo	1958	1.10544	Sub-Saharan Africa
180	Sub-Saharan Africa	Democratic Republic of the Congo	1958	0.747849	Sub-Saharan Africa
266	Sub-Saharan Africa	Gabon	1958	1.68181	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1958	1.20623	Sub-Saharan Africa
426	Sub-Saharan Africa	Lesotho	1958	2.5	Sub-Saharan Africa
516	Sub-Saharan Africa	Namibia	1958	3.08764	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1958	4.21409	Sub-Saharan Africa
748	Sub-Saharan Africa	Swaziland	1958	1.67	Sub-Saharan Africa
108	Sub-Saharan Africa	Burundi	1958	0.698739	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1958	1.57925	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1958	1.39253	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1958	1.67879	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1958	2.90258	Sub-Saharan Africa
508	Sub-Saharan Africa	Mozambique	1958	0.371788	Sub-Saharan Africa
646	Sub-Saharan Africa	Rwanda	1958	0.543044	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1958	8.47581	Sub-Saharan Africa
706	Sub-Saharan Africa	Somalia	1958	0.191249	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1958	0.933596	Sub-Saharan Africa
834	Sub-Saharan Africa	United Republic of Tanzania	1958	1.85427	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1958	2.82789	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1958	3.11916	Sub-Saharan Africa
40	Western Europe	Austria	1959	7.90655	Western Europe
56	Western Europe	Belgium	1959	7.00269	Western Europe
250	Western Europe	France	1959	6.42006	Western Europe
276	Western Europe	Germany	1959	9.0334	Western Europe
528	Western Europe	Netherlands	1959	8.02095	Western Europe
756	Western Europe	Switzerland	1959	10.4803	Western Europe
208	Western Europe	Denmark	1959	8.26806	Western Europe
233	Eastern Europe	Estonia	1959	5.94148	Eastern Europe
246	Western Europe	Finland	1959	6.6584	Western Europe
352	Western Europe	Iceland	1959	5.72941	#N/A
372	Western Europe	Ireland	1959	7.0457	Western Europe
428	Eastern Europe	Latvia	1959	5.74089	Eastern Europe
440	Eastern Europe	Lithuania	1959	4.3549	Eastern Europe
578	Western Europe	Norway	1959	8.61865	Western Europe
752	Western Europe	Sweden	1959	8.39343	Western Europe
826	Western Europe	United Kingdom	1959	8.61511	Western Europe
300	Western Europe	Greece	1959	5.66006	Western Europe
380	Western Europe	Italy	1959	5.54939	Western Europe
620	Western Europe	Portugal	1959	2.92143	Western Europe
724	Western Europe	Spain	1959	5.54841	Western Europe
112	Eastern Europe	Belarus	1959	4.74432	Eastern Europe
100	Eastern Europe	Bulgaria	1959	6.82641	Eastern Europe
348	Eastern Europe	Hungary	1959	7.24882	Eastern Europe
616	Eastern Europe	Poland	1959	3.95851	Eastern Europe
642	Eastern Europe	Romania	1959	6.7179	Eastern Europe
643	Eastern Europe	Russian Federation	1959	5.18615	Eastern Europe
804	Eastern Europe	Ukraine	1959	5.16484	Eastern Europe
124	Western Offshoots	Canada	1959	8.68179	Western Offshoots
840	Western Offshoots	United States of America	1959	9.52829	Western Offshoots
52	Latin America and Caribbean	Barbados	1959	6.46386	#N/A
192	Latin America and Caribbean	Cuba	1959	3.4924	Latin America and Caribean
214	Latin America and Caribbean	Dominican Republic	1959	2.36238	Latin America and Caribean
332	Latin America and Caribbean	Haiti	1959	1.09757	Latin America and Caribbean
388	Latin America and Caribbean	Jamaica	1959	4.76627	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1959	5.7284	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1959	6.47692	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1959	3.37297	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1959	1.94292	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1959	1.72431	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1959	1.9267	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1959	3.81181	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1959	2.19397	Latin America and Caribean
591	Latin America and Caribbean	Panama	1959	4.50448	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1959	5.79549	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1959	3.6388	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1959	2.95529	Latin America and Caribean
152	Latin America and Caribbean	Chile	1959	6.04947	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1959	3.75355	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1959	4.17549	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1959	4.92718	#N/A
600	Latin America and Caribbean	Paraguay	1959	4.04762	Latin America and Caribean
604	Latin America and Caribbean	Peru	1959	4.0407	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1959	5.01944	Latin America and Caribean
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1959	2.73713	Latin America and Caribean
36	Western Offshoots	Australia	1959	9.46744	Western Offshoots
554	Western Offshoots	New Zealand	1959	8.48911	Western Offshoots
242	South and South-East Asia	Fiji	1959	3.74711	#N/A
4	South and South-East Asia	Afghanistan	1959	0.300398	South and South-East Asia
50	South and South-East Asia	Bangladesh	1959	1.95286	South and South-East Asia
356	South and South-East Asia	India	1959	1.13438	South and South-East Asia
364	MENA	Iran (Islamic Republic of)	1959	0.675601	MENA
586	South and South-East Asia	Pakistan	1959	1.10572	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1959	3.64626	South and South-East Asia
156	East Asia	China	1959	2.59395	East Asia
408	East Asia	Democratic People's Republic of Korea	1959	3.49324	East Asia
392	East Asia	Japan	1959	8.90872	East Asia
410	East Asia	Korea	1959	4.66809	East Asia
9002	East Asia	Taiwan	1959	4.74235	East Asia
116	South and South-East Asia	Cambodia	1959	4.70417	South and South-East Asia
418	South and South-East Asia	Lao People's Democratic Republic	1959	1.48218	South and South-East Asia
458	South and South-East Asia	Malaysia	1959	3.07577	South and South-East Asia
104	South and South-East Asia	Myanmar	1959	1.15983	South and South-East Asia
608	South and South-East Asia	Philippines	1959	4.41145	South and South-East Asia
702	South and South-East Asia	Singapore	1959	4.00836	South and South-East Asia
764	South and South-East Asia	Thailand	1959	2.5831	South and South-East Asia
704	South and South-East Asia	Viet Nam	1959	3.12838	South and South-East Asia
51	Eastern Europe	Armenia	1959	5.70906	Eastern Europe
31	Eastern Europe	Azerbaijan	1959	5.18825	Eastern Europe
196	MENA	Cyprus	1959	5.16296	#N/A
268	Eastern Europe	Georgia	1959	5.92025	Eastern Europe
368	MENA	Iraq	1959	0.328071	MENA
376	MENA	Israel	1959	7.0715	MENA
400	MENA	Jordan	1959	2.30737	MENA
422	MENA	Lebanon	1959	3.4368	MENA
275	MENA	Palestinian Authority	1959	3.75697	MENA
682	MENA	Saudi Arabia	1959	2.97339	MENA
760	MENA	Syrian Arab Republic	1959	1.92404	MENA
792	MENA	Turkey	1959	2.00546	MENA
398	Eastern Europe	Kazakhstan	1959	4.84896	Eastern Europe
417	Eastern Europe	Kyrgyzstan	1959	4.70979	Eastern Europe
762	Eastern Europe	Tajikistan	1959	4.44258	Eastern Europe
795	Eastern Europe	Turkmenistan	1959	4.74341	Eastern Europe
860	Eastern Europe	Uzbekistan	1959	4.65745	Eastern Europe
12	MENA	Algeria	1959	1.17989	MENA
818	MENA	Egypt	1959	1.03588	MENA
434	MENA	Libya	1959	0.638476	MENA
504	MENA	Morocco	1959	0.569454	MENA
788	MENA	Tunisia	1959	0.888563	MENA
204	Sub-Saharan Africa	Benin	1959	0.392548	Sub-Saharan Africa
854	Sub-Saharan Africa	Burkina Faso	1959	0.051338	Sub-Saharan Africa
384	Sub-Saharan Africa	Cote d'Ivoire	1959	0.236695	Sub-Saharan Africa
270	Sub-Saharan Africa	Gambia	1959	0.463532	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1959	1.58601	Sub-Saharan Africa
324	Sub-Saharan Africa	Guinea	1959	0.185715	Sub-Saharan Africa
430	Sub-Saharan Africa	Liberia	1959	0.704625	Sub-Saharan Africa
466	Sub-Saharan Africa	Mali	1959	0.1996	Sub-Saharan Africa
478	Sub-Saharan Africa	Mauritania	1959	1.51951	Sub-Saharan Africa
562	Sub-Saharan Africa	Niger	1959	0.0307082	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1959	0.95626	Sub-Saharan Africa
686	Sub-Saharan Africa	Senegal	1959	0.312552	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1959	0.726213	Sub-Saharan Africa
768	Sub-Saharan Africa	Togo	1959	0.390811	Sub-Saharan Africa
24	Sub-Saharan Africa	Angola	1959	0.108632	Sub-Saharan Africa
120	Sub-Saharan Africa	Cameroon	1959	1.32063	Sub-Saharan Africa
140	Sub-Saharan Africa	Central African Republic	1959	0.432829	Sub-Saharan Africa
148	Sub-Saharan Africa	Chad	1959	0.230482	Sub-Saharan Africa
178	Sub-Saharan Africa	Congo	1959	1.14295	Sub-Saharan Africa
180	Sub-Saharan Africa	Democratic Republic of the Congo	1959	0.78386	Sub-Saharan Africa
266	Sub-Saharan Africa	Gabon	1959	1.75886	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1959	1.26	Sub-Saharan Africa
426	Sub-Saharan Africa	Lesotho	1959	2.565	Sub-Saharan Africa
516	Sub-Saharan Africa	Namibia	1959	3.07163	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1959	4.26146	Sub-Saharan Africa
748	Sub-Saharan Africa	Swaziland	1959	1.7	Sub-Saharan Africa
108	Sub-Saharan Africa	Burundi	1959	0.697602	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1959	1.71937	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1959	1.40082	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1959	1.68854	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1959	2.99033	Sub-Saharan Africa
508	Sub-Saharan Africa	Mozambique	1959	0.407514	Sub-Saharan Africa
646	Sub-Saharan Africa	Rwanda	1959	0.640871	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1959	8.50729	Sub-Saharan Africa
706	Sub-Saharan Africa	Somalia	1959	0.191928	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1959	1.01638	Sub-Saharan Africa
834	Sub-Saharan Africa	United Republic of Tanzania	1959	2.00179	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1959	2.84505	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1959	3.41125	Sub-Saharan Africa
40	Western Europe	Austria	1960	7.88815	Western Europe
56	Western Europe	Belgium	1960	7.086	Western Europe
250	Western Europe	France	1960	6.57482	Western Europe
276	Western Europe	Germany	1960	9.08145	Western Europe
528	Western Europe	Netherlands	1960	8.11164	Western Europe
756	Western Europe	Switzerland	1960	10.5375	Western Europe
208	Western Europe	Denmark	1960	8.38874	Western Europe
246	Western Europe	Finland	1960	6.87956	Western Europe
352	Western Europe	Iceland	1960	5.79	#N/A
372	Western Europe	Ireland	1960	7.11676	Western Europe
578	Western Europe	Norway	1960	8.66955	Western Europe
752	Western Europe	Sweden	1960	8.35565	Western Europe
826	Western Europe	United Kingdom	1960	8.69943	Western Europe
300	Western Europe	Greece	1960	5.77018	Western Europe
380	Western Europe	Italy	1960	5.61459	Western Europe
620	Western Europe	Portugal	1960	3.0301	Western Europe
724	Western Europe	Spain	1960	5.64751	Western Europe
100	Eastern Europe	Bulgaria	1960	6.98262	Eastern Europe
348	Eastern Europe	Hungary	1960	7.42992	Eastern Europe
616	Eastern Europe	Poland	1960	4.23174	Eastern Europe
642	Eastern Europe	Romania	1960	6.84481	Eastern Europe
124	Western Offshoots	Canada	1960	8.84424	Western Offshoots
840	Western Offshoots	United States of America	1960	9.63062	Western Offshoots
52	Latin America and Caribbean	Barbados	1960	6.513	#N/A
192	Latin America and Caribbean	Cuba	1960	3.49691	Latin America and Caribean
214	Latin America and Caribbean	Dominican Republic	1960	2.49918	Latin America and Caribean
332	Latin America and Caribbean	Haiti	1960	1.10537	Latin America and Caribbean
388	Latin America and Caribbean	Jamaica	1960	4.77084	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1960	5.80049	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1960	6.56404	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1960	3.3882	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1960	1.99088	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1960	1.71866	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1960	1.89315	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1960	3.91634	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1960	2.27156	Latin America and Caribean
591	Latin America and Caribbean	Panama	1960	4.64657	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1960	5.88396	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1960	3.56809	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1960	3.05333	Latin America and Caribean
152	Latin America and Caribbean	Chile	1960	6.03491	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1960	3.79283	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1960	4.29446	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1960	5.07052	#N/A
600	Latin America and Caribbean	Paraguay	1960	4.04147	Latin America and Caribean
604	Latin America and Caribbean	Peru	1960	4.20728	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1960	5.12508	Latin America and Caribean
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1960	2.8913	Latin America and Caribean
36	Western Offshoots	Australia	1960	9.55602	Western Offshoots
554	Western Offshoots	New Zealand	1960	8.7009	Western Offshoots
242	South and South-East Asia	Fiji	1960	3.96163	#N/A
4	South and South-East Asia	Afghanistan	1960	0.310289	South and South-East Asia
50	South and South-East Asia	Bangladesh	1960	1.97013	South and South-East Asia
356	South and South-East Asia	India	1960	1.16581	South and South-East Asia
364	MENA	Iran (Islamic Republic of)	1960	0.688221	MENA
524	South and South-East Asia	Nepal	1960	0.274238	South and South-East Asia
586	South and South-East Asia	Pakistan	1960	1.11145	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1960	3.6815	South and South-East Asia
156	East Asia	China	1960	2.80084	East Asia
408	East Asia	Democratic People's Republic of Korea	1960	3.63958	East Asia
392	East Asia	Japan	1960	9.09429	East Asia
410	East Asia	Korea	1960	4.88659	East Asia
9002	East Asia	Taiwan	1960	4.81489	East Asia
116	South and South-East Asia	Cambodia	1960	4.72125	South and South-East Asia
418	South and South-East Asia	Lao People's Democratic Republic	1960	1.514	South and South-East Asia
458	South and South-East Asia	Malaysia	1960	3.13075	South and South-East Asia
104	South and South-East Asia	Myanmar	1960	1.16253	South and South-East Asia
608	South and South-East Asia	Philippines	1960	4.52328	South and South-East Asia
702	South and South-East Asia	Singapore	1960	4.1091	South and South-East Asia
764	South and South-East Asia	Thailand	1960	2.62293	South and South-East Asia
704	South and South-East Asia	Viet Nam	1960	3.1425	South and South-East Asia
196	MENA	Cyprus	1960	5.2553	#N/A
368	MENA	Iraq	1960	0.34797	MENA
376	MENA	Israel	1960	7.123	MENA
400	MENA	Jordan	1960	2.409	MENA
422	MENA	Lebanon	1960	3.49257	MENA
275	MENA	Palestinian Authority	1960	4.00819	MENA
682	MENA	Saudi Arabia	1960	2.99	MENA
760	MENA	Syrian Arab Republic	1960	1.99906	MENA
792	MENA	Turkey	1960	2.1022	MENA
12	MENA	Algeria	1960	1.18797	MENA
818	MENA	Egypt	1960	1.04957	MENA
434	MENA	Libya	1960	0.677619	MENA
504	MENA	Morocco	1960	0.620749	MENA
788	MENA	Tunisia	1960	0.942795	MENA
204	Sub-Saharan Africa	Benin	1960	0.415998	Sub-Saharan Africa
854	Sub-Saharan Africa	Burkina Faso	1960	0.0545301	Sub-Saharan Africa
384	Sub-Saharan Africa	Cote d'Ivoire	1960	0.277609	Sub-Saharan Africa
270	Sub-Saharan Africa	Gambia	1960	0.485	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1960	1.85472	Sub-Saharan Africa
324	Sub-Saharan Africa	Guinea	1960	0.206621	Sub-Saharan Africa
430	Sub-Saharan Africa	Liberia	1960	0.729	Sub-Saharan Africa
466	Sub-Saharan Africa	Mali	1960	0.214791	Sub-Saharan Africa
478	Sub-Saharan Africa	Mauritania	1960	1.54285	Sub-Saharan Africa
562	Sub-Saharan Africa	Niger	1960	0.0349179	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1960	1.05139	Sub-Saharan Africa
686	Sub-Saharan Africa	Senegal	1960	0.334507	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1960	0.795691	Sub-Saharan Africa
768	Sub-Saharan Africa	Togo	1960	0.409	Sub-Saharan Africa
24	Sub-Saharan Africa	Angola	1960	0.112005	Sub-Saharan Africa
120	Sub-Saharan Africa	Cameroon	1960	1.32339	Sub-Saharan Africa
140	Sub-Saharan Africa	Central African Republic	1960	0.501614	Sub-Saharan Africa
148	Sub-Saharan Africa	Chad	1960	0.264152	Sub-Saharan Africa
178	Sub-Saharan Africa	Congo	1960	1.171	Sub-Saharan Africa
180	Sub-Saharan Africa	Democratic Republic of the Congo	1960	0.810749	Sub-Saharan Africa
266	Sub-Saharan Africa	Gabon	1960	1.90098	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1960	1.3295	Sub-Saharan Africa
426	Sub-Saharan Africa	Lesotho	1960	2.6	Sub-Saharan Africa
516	Sub-Saharan Africa	Namibia	1960	3.12712	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1960	4.36404	Sub-Saharan Africa
748	Sub-Saharan Africa	Swaziland	1960	1.74	Sub-Saharan Africa
108	Sub-Saharan Africa	Burundi	1960	0.698669	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1960	1.81668	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1960	1.44123	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1960	1.70752	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1960	2.97638	Sub-Saharan Africa
508	Sub-Saharan Africa	Mozambique	1960	0.456026	Sub-Saharan Africa
646	Sub-Saharan Africa	Rwanda	1960	0.684399	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1960	8.61414	Sub-Saharan Africa
706	Sub-Saharan Africa	Somalia	1960	0.192423	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1960	1.17075	Sub-Saharan Africa
834	Sub-Saharan Africa	United Republic of Tanzania	1960	2.02636	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1960	2.92986	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1960	3.51785	Sub-Saharan Africa
40	Western Europe	Austria	1961	8.00079	Western Europe
56	Western Europe	Belgium	1961	7.18697	Western Europe
250	Western Europe	France	1961	6.68098	Western Europe
276	Western Europe	Germany	1961	9.2464	Western Europe
528	Western Europe	Netherlands	1961	8.18772	Western Europe
756	Western Europe	Switzerland	1961	10.6545	Western Europe
208	Western Europe	Denmark	1961	8.46866	Western Europe
246	Western Europe	Finland	1961	6.92167	Western Europe
352	Western Europe	Iceland	1961	5.93686	#N/A
372	Western Europe	Ireland	1961	7.17927	Western Europe
578	Western Europe	Norway	1961	8.78701	Western Europe
752	Western Europe	Sweden	1961	8.47919	Western Europe
826	Western Europe	United Kingdom	1961	8.82252	Western Europe
300	Western Europe	Greece	1961	5.81413	Western Europe
380	Western Europe	Italy	1961	5.6936	Western Europe
620	Western Europe	Portugal	1961	3.09377	Western Europe
724	Western Europe	Spain	1961	5.66405	Western Europe
100	Eastern Europe	Bulgaria	1961	7.07411	Eastern Europe
203	Eastern Europe	Czech Republic	1961	8.35438	Eastern Europe
348	Eastern Europe	Hungary	1961	7.5004	Eastern Europe
616	Eastern Europe	Poland	1961	4.38088	Eastern Europe
642	Eastern Europe	Romania	1961	6.8475	Eastern Europe
703	Eastern Europe	Slovakia	1961	7.93801	Eastern Europe
124	Western Offshoots	Canada	1961	8.93772	Western Offshoots
840	Western Offshoots	United States of America	1961	9.7071	Western Offshoots
52	Latin America and Caribbean	Barbados	1961	6.60803	#N/A
192	Latin America and Caribbean	Cuba	1961	3.53621	Latin America and Caribean
214	Latin America and Caribbean	Dominican Republic	1961	2.6649	Latin America and Caribean
332	Latin America and Caribbean	Haiti	1961	1.1433	Latin America and Caribbean
388	Latin America and Caribbean	Jamaica	1961	4.85883	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1961	5.90561	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1961	6.52572	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1961	3.47385	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1961	2.04331	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1961	1.73909	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1961	2.1393	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1961	4.00477	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1961	2.26285	Latin America and Caribean
591	Latin America and Caribbean	Panama	1961	4.72884	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1961	5.9182	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1961	3.48648	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1961	3.11451	Latin America and Caribean
152	Latin America and Caribbean	Chile	1961	5.70403	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1961	3.84816	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1961	4.38572	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1961	5.05008	#N/A
600	Latin America and Caribbean	Paraguay	1961	4.10513	Latin America and Caribean
604	Latin America and Caribbean	Peru	1961	4.28093	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1961	5.17046	Latin America and Caribean
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1961	3.16455	Latin America and Caribean
36	Western Offshoots	Australia	1961	9.66759	Western Offshoots
554	Western Offshoots	New Zealand	1961	8.68366	Western Offshoots
242	South and South-East Asia	Fiji	1961	4.06942	#N/A
4	South and South-East Asia	Afghanistan	1961	0.341446	South and South-East Asia
50	South and South-East Asia	Bangladesh	1961	2.00815	South and South-East Asia
356	South and South-East Asia	India	1961	1.24115	South and South-East Asia
364	MENA	Iran (Islamic Republic of)	1961	0.694405	MENA
524	South and South-East Asia	Nepal	1961	0.267056	South and South-East Asia
586	South and South-East Asia	Pakistan	1961	1.14621	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1961	3.92301	South and South-East Asia
156	East Asia	China	1961	3.30427	East Asia
