Code	Region	Country	variable	value	region
328	Latin America and Caribbean	Guyana	1915	2.95606	#N/A
600	Latin America and Caribbean	Paraguay	1915	1.97137	Latin America and Caribean
604	Latin America and Caribbean	Peru	1915	0.916064	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1915	2.3107	Latin America and Caribean
36	Western Offshoots	Australia	1915	6.4602	Western Offshoots
554	Western Offshoots	New Zealand	1915	4.31906	Western Offshoots
50	South and South-East Asia	Bangladesh	1915	1.52828	South and South-East Asia
356	South and South-East Asia	India	1915	0.270303	South and South-East Asia
586	South and South-East Asia	Pakistan	1915	0.681576	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1915	1.44435	South and South-East Asia
408	East Asia	Democratic People's Republic of Korea	1915	0.0377787	East Asia
392	East Asia	Japan	1915	4.30655	East Asia
410	East Asia	Korea	1915	0.0563917	East Asia
458	South and South-East Asia	Malaysia	1915	0.584104	South and South-East Asia
104	South and South-East Asia	Myanmar	1915	0.606672	South and South-East Asia
608	South and South-East Asia	Philippines	1915	1.03078	South and South-East Asia
702	South and South-East Asia	Singapore	1915	1.27049	South and South-East Asia
704	South and South-East Asia	Viet Nam	1915	0.452587	South and South-East Asia
196	MENA	Cyprus	1915	1.42756	#N/A
12	MENA	Algeria	1915	0.619747	MENA
818	MENA	Egypt	1915	0.180613	MENA
788	MENA	Tunisia	1915	0.243963	MENA
270	Sub-Saharan Africa	Gambia	1915	0.181814	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1915	0.180801	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1915	0.0434969	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1915	0.466812	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1915	0.339232	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1915	1.9081	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1915	0.0389735	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1915	0.711891	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1915	0.886311	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1915	1.45196	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1915	3.72514	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1915	0.0202219	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1915	0.211873	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1915	0.146458	Sub-Saharan Africa
40	Western Europe	Austria	1916	5.26877	Western Europe
56	Western Europe	Belgium	1916	5.01832	Western Europe
250	Western Europe	France	1916	6.48138	Western Europe
276	Western Europe	Germany	1916	6.71973	Western Europe
528	Western Europe	Netherlands	1916	6.56127	Western Europe
756	Western Europe	Switzerland	1916	8.92867	Western Europe
208	Western Europe	Denmark	1916	5.68903	Western Europe
246	Western Europe	Finland	1916	1.83333	Western Europe
372	Western Europe	Ireland	1916	4.52679	Western Europe
578	Western Europe	Norway	1916	6.19711	Western Europe
752	Western Europe	Sweden	1916	8.14976	Western Europe
826	Western Europe	United Kingdom	1916	5.47632	Western Europe
380	Western Europe	Italy	1916	3.39228	Western Europe
620	Western Europe	Portugal	1916	1.93017	Western Europe
724	Western Europe	Spain	1916	4.65678	Western Europe
348	Eastern Europe	Hungary	1916	5.21281	Eastern Europe
642	Eastern Europe	Romania	1916	1.82316	Eastern Europe
124	Western Offshoots	Canada	1916	7.26256	Western Offshoots
840	Western Offshoots	United States of America	1916	5.80637	Western Offshoots
52	Latin America and Caribbean	Barbados	1916	5.42832	#N/A
192	Latin America and Caribbean	Cuba	1916	2.25572	Latin America and Caribean
388	Latin America and Caribbean	Jamaica	1916	3.53787	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1916	1.58855	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1916	4.09468	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1916	1.58443	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1916	1.50065	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1916	2.19886	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1916	1.70164	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1916	1.92328	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1916	0.68212	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1916	2.55466	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1916	2.22011	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1916	0.856484	Latin America and Caribean
152	Latin America and Caribbean	Chile	1916	2.84732	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1916	2.00023	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1916	2.03311	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1916	2.97685	#N/A
600	Latin America and Caribbean	Paraguay	1916	1.92226	Latin America and Caribean
604	Latin America and Caribbean	Peru	1916	0.962943	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1916	2.40884	Latin America and Caribean
36	Western Offshoots	Australia	1916	6.52548	Western Offshoots
554	Western Offshoots	New Zealand	1916	4.33507	Western Offshoots
50	South and South-East Asia	Bangladesh	1916	1.53843	South and South-East Asia
356	South and South-East Asia	India	1916	0.281908	South and South-East Asia
586	South and South-East Asia	Pakistan	1916	0.686723	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1916	1.47372	South and South-East Asia
408	East Asia	Democratic People's Republic of Korea	1916	0.0439987	East Asia
392	East Asia	Japan	1916	4.39672	East Asia
410	East Asia	Korea	1916	0.0651829	East Asia
458	South and South-East Asia	Malaysia	1916	0.586731	South and South-East Asia
104	South and South-East Asia	Myanmar	1916	0.613841	South and South-East Asia
608	South and South-East Asia	Philippines	1916	0.994697	South and South-East Asia
702	South and South-East Asia	Singapore	1916	1.27841	South and South-East Asia
704	South and South-East Asia	Viet Nam	1916	0.451483	South and South-East Asia
196	MENA	Cyprus	1916	1.56277	#N/A
12	MENA	Algeria	1916	0.634517	MENA
818	MENA	Egypt	1916	0.193219	MENA
788	MENA	Tunisia	1916	0.258369	MENA
270	Sub-Saharan Africa	Gambia	1916	0.186274	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1916	0.187694	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1916	0.0481801	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1916	0.46657	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1916	0.338163	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1916	1.93968	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1916	0.0448202	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1916	0.736541	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1916	0.942456	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1916	1.50451	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1916	3.66482	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1916	0.0228762	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1916	0.256011	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1916	0.149011	Sub-Saharan Africa
40	Western Europe	Austria	1917	5.29829	Western Europe
56	Western Europe	Belgium	1917	5.03863	Western Europe
250	Western Europe	France	1917	6.55013	Western Europe
276	Western Europe	Germany	1917	6.73898	Western Europe
528	Western Europe	Netherlands	1917	6.60801	Western Europe
756	Western Europe	Switzerland	1917	8.93183	Western Europe
208	Western Europe	Denmark	1917	5.73787	Western Europe
246	Western Europe	Finland	1917	1.87979	Western Europe
372	Western Europe	Ireland	1917	4.53434	Western Europe
578	Western Europe	Norway	1917	6.28414	Western Europe
752	Western Europe	Sweden	1917	8.15614	Western Europe
826	Western Europe	United Kingdom	1917	5.57908	Western Europe
380	Western Europe	Italy	1917	3.43141	Western Europe
620	Western Europe	Portugal	1917	1.94887	Western Europe
724	Western Europe	Spain	1917	4.65247	Western Europe
348	Eastern Europe	Hungary	1917	5.29686	Eastern Europe
642	Eastern Europe	Romania	1917	1.93632	Eastern Europe
124	Western Offshoots	Canada	1917	7.35489	Western Offshoots
840	Western Offshoots	United States of America	1917	5.83095	Western Offshoots
52	Latin America and Caribbean	Barbados	1917	5.59021	#N/A
192	Latin America and Caribbean	Cuba	1917	2.31704	Latin America and Caribean
388	Latin America and Caribbean	Jamaica	1917	3.62172	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1917	1.98968	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1917	4.20937	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1917	1.58842	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1917	1.51283	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1917	2.23082	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1917	1.7315	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1917	1.93486	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1917	0.679847	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1917	2.60122	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1917	2.28772	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1917	0.883067	Latin America and Caribean
152	Latin America and Caribbean	Chile	1917	3.09489	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1917	2.02578	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1917	1.90627	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1917	3.11648	#N/A
600	Latin America and Caribbean	Paraguay	1917	2.14481	Latin America and Caribean
604	Latin America and Caribbean	Peru	1917	0.99596	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1917	2.43436	Latin America and Caribean
36	Western Offshoots	Australia	1917	6.56182	Western Offshoots
554	Western Offshoots	New Zealand	1917	4.38048	Western Offshoots
50	South and South-East Asia	Bangladesh	1917	1.55592	South and South-East Asia
356	South and South-East Asia	India	1917	0.290547	South and South-East Asia
586	South and South-East Asia	Pakistan	1917	0.682386	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1917	1.49917	South and South-East Asia
408	East Asia	Democratic People's Republic of Korea	1917	0.0473434	East Asia
392	East Asia	Japan	1917	4.49068	East Asia
410	East Asia	Korea	1917	0.0694243	East Asia
458	South and South-East Asia	Malaysia	1917	0.597607	South and South-East Asia
104	South and South-East Asia	Myanmar	1917	0.657273	South and South-East Asia
608	South and South-East Asia	Philippines	1917	1.19453	South and South-East Asia
702	South and South-East Asia	Singapore	1917	1.31198	South and South-East Asia
704	South and South-East Asia	Viet Nam	1917	0.450505	South and South-East Asia
196	MENA	Cyprus	1917	1.61083	#N/A
12	MENA	Algeria	1917	0.655985	MENA
818	MENA	Egypt	1917	0.202955	MENA
788	MENA	Tunisia	1917	0.273243	MENA
270	Sub-Saharan Africa	Gambia	1917	0.191289	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1917	0.212314	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1917	0.0583652	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1917	0.460851	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1917	0.337114	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1917	1.99214	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1917	0.0506042	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1917	0.762186	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1917	1.01178	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1917	1.44969	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1917	3.72881	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1917	0.0255019	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1917	0.307133	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1917	0.187249	Sub-Saharan Africa
40	Western Europe	Austria	1918	5.24124	Western Europe
56	Western Europe	Belgium	1918	5.04745	Western Europe
250	Western Europe	France	1918	6.40314	Western Europe
276	Western Europe	Germany	1918	6.76475	Western Europe
528	Western Europe	Netherlands	1918	6.63731	Western Europe
756	Western Europe	Switzerland	1918	8.96135	Western Europe
208	Western Europe	Denmark	1918	5.77294	Western Europe
246	Western Europe	Finland	1918	1.9584	Western Europe
372	Western Europe	Ireland	1918	4.624	Western Europe
578	Western Europe	Norway	1918	6.35852	Western Europe
752	Western Europe	Sweden	1918	8.22139	Western Europe
826	Western Europe	United Kingdom	1918	5.68206	Western Europe
380	Western Europe	Italy	1918	3.50255	Western Europe
620	Western Europe	Portugal	1918	1.96094	Western Europe
724	Western Europe	Spain	1918	4.64124	Western Europe
348	Eastern Europe	Hungary	1918	5.34979	Eastern Europe
642	Eastern Europe	Romania	1918	2.01805	Eastern Europe
124	Western Offshoots	Canada	1918	7.48404	Western Offshoots
840	Western Offshoots	United States of America	1918	5.87069	Western Offshoots
52	Latin America and Caribbean	Barbados	1918	5.62697	#N/A
192	Latin America and Caribbean	Cuba	1918	2.25315	Latin America and Caribean
388	Latin America and Caribbean	Jamaica	1918	3.62577	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1918	1.94296	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1918	4.27037	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1918	1.73236	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1918	1.48553	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1918	2.25767	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1918	1.843	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1918	1.94686	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1918	0.727505	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1918	2.68278	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1918	2.36565	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1918	0.911353	Latin America and Caribean
152	Latin America and Caribbean	Chile	1918	3.17751	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1918	2.15181	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1918	1.94769	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1918	3.13648	#N/A
600	Latin America and Caribbean	Paraguay	1918	2.17949	Latin America and Caribean
604	Latin America and Caribbean	Peru	1918	0.987209	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1918	2.44114	Latin America and Caribean
36	Western Offshoots	Australia	1918	6.60836	Western Offshoots
554	Western Offshoots	New Zealand	1918	4.4463	Western Offshoots
50	South and South-East Asia	Bangladesh	1918	1.5735	South and South-East Asia
356	South and South-East Asia	India	1918	0.300768	South and South-East Asia
586	South and South-East Asia	Pakistan	1918	0.672831	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1918	1.53866	South and South-East Asia
408	East Asia	Democratic People's Republic of Korea	1918	0.0506426	East Asia
392	East Asia	Japan	1918	4.65101	East Asia
410	East Asia	Korea	1918	0.0746819	East Asia
458	South and South-East Asia	Malaysia	1918	0.620116	South and South-East Asia
104	South and South-East Asia	Myanmar	1918	0.678059	South and South-East Asia
608	South and South-East Asia	Philippines	1918	1.20879	South and South-East Asia
702	South and South-East Asia	Singapore	1918	1.35713	South and South-East Asia
704	South and South-East Asia	Viet Nam	1918	0.46027	South and South-East Asia
196	MENA	Cyprus	1918	1.71166	#N/A
12	MENA	Algeria	1918	0.597678	MENA
818	MENA	Egypt	1918	0.231721	MENA
788	MENA	Tunisia	1918	0.281383	MENA
270	Sub-Saharan Africa	Gambia	1918	0.20246	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1918	0.226498	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1918	0.0686898	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1918	0.446708	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1918	0.348555	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1918	2.0137	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1918	0.0547691	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1918	0.781234	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1918	1.02443	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1918	1.46459	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1918	3.75385	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1918	0.0275909	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1918	0.352857	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1918	0.251135	Sub-Saharan Africa
40	Western Europe	Austria	1919	5.38135	Western Europe
56	Western Europe	Belgium	1919	5.06972	Western Europe
250	Western Europe	France	1919	6.50834	Western Europe
276	Western Europe	Germany	1919	6.80259	Western Europe
528	Western Europe	Netherlands	1919	6.64815	Western Europe
756	Western Europe	Switzerland	1919	8.9715	Western Europe
208	Western Europe	Denmark	1919	5.79723	Western Europe
246	Western Europe	Finland	1919	2.00363	Western Europe
372	Western Europe	Ireland	1919	4.70543	Western Europe
578	Western Europe	Norway	1919	6.35904	Western Europe
752	Western Europe	Sweden	1919	8.23437	Western Europe
826	Western Europe	United Kingdom	1919	5.74246	Western Europe
380	Western Europe	Italy	1919	3.548	Western Europe
620	Western Europe	Portugal	1919	1.94206	Western Europe
724	Western Europe	Spain	1919	4.64854	Western Europe
348	Eastern Europe	Hungary	1919	5.36516	Eastern Europe
642	Eastern Europe	Romania	1919	2.10737	Eastern Europe
124	Western Offshoots	Canada	1919	7.45957	Western Offshoots
840	Western Offshoots	United States of America	1919	5.92663	Western Offshoots
52	Latin America and Caribbean	Barbados	1919	5.61195	#N/A
192	Latin America and Caribbean	Cuba	1919	2.17022	Latin America and Caribean
388	Latin America and Caribbean	Jamaica	1919	3.6736	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1919	1.92914	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1919	4.31378	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1919	1.65467	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1919	1.51006	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1919	2.2412	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1919	1.79218	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1919	1.96353	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1919	0.768741	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1919	2.83207	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1919	2.40415	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1919	0.93759	Latin America and Caribean
152	Latin America and Caribbean	Chile	1919	3.2022	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1919	2.22236	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1919	1.97334	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1919	3.14439	#N/A
600	Latin America and Caribbean	Paraguay	1919	2.31556	Latin America and Caribean
604	Latin America and Caribbean	Peru	1919	0.987211	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1919	2.44586	Latin America and Caribean
36	Western Offshoots	Australia	1919	6.70163	Western Offshoots
554	Western Offshoots	New Zealand	1919	4.52352	Western Offshoots
50	South and South-East Asia	Bangladesh	1919	1.58578	South and South-East Asia
356	South and South-East Asia	India	1919	0.301831	South and South-East Asia
586	South and South-East Asia	Pakistan	1919	0.678057	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1919	1.58959	South and South-East Asia
408	East Asia	Democratic People's Republic of Korea	1919	0.0628777	East Asia
392	East Asia	Japan	1919	4.72232	East Asia
410	East Asia	Korea	1919	0.0938108	East Asia
9002	East Asia	Taiwan	1919	0.4752	East Asia
458	South and South-East Asia	Malaysia	1919	0.61799	South and South-East Asia
104	South and South-East Asia	Myanmar	1919	0.695104	South and South-East Asia
608	South and South-East Asia	Philippines	1919	1.26163	South and South-East Asia
702	South and South-East Asia	Singapore	1919	1.38708	South and South-East Asia
704	South and South-East Asia	Viet Nam	1919	0.46973	South and South-East Asia
196	MENA	Cyprus	1919	1.78133	#N/A
12	MENA	Algeria	1919	0.667955	MENA
818	MENA	Egypt	1919	0.264344	MENA
788	MENA	Tunisia	1919	0.290499	MENA
270	Sub-Saharan Africa	Gambia	1919	0.177379	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1919	0.2359	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1919	0.0680614	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1919	0.451853	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1919	0.359294	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1919	2.06219	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1919	0.0594452	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1919	0.799502	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1919	1.05479	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1919	1.52508	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1919	3.87247	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1919	0.0295864	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1919	0.396362	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1919	0.286119	Sub-Saharan Africa
40	Western Europe	Austria	1920	5.55862	Western Europe
56	Western Europe	Belgium	1920	5.10916	Western Europe
250	Western Europe	France	1920	6.60202	Western Europe
276	Western Europe	Germany	1920	6.87058	Western Europe
528	Western Europe	Netherlands	1920	6.72487	Western Europe
756	Western Europe	Switzerland	1920	9.0356	Western Europe
208	Western Europe	Denmark	1920	5.83848	Western Europe
246	Western Europe	Finland	1920	2.08718	Western Europe
352	Western Europe	Iceland	1920	3.27237	#N/A
372	Western Europe	Ireland	1920	4.71811	Western Europe
578	Western Europe	Norway	1920	6.47246	Western Europe
752	Western Europe	Sweden	1920	8.07094	Western Europe
826	Western Europe	United Kingdom	1920	5.79711	Western Europe
380	Western Europe	Italy	1920	3.58762	Western Europe
620	Western Europe	Portugal	1920	2.05781	Western Europe
724	Western Europe	Spain	1920	4.60362	Western Europe
100	Eastern Europe	Bulgaria	1920	2.20371	Eastern Europe
348	Eastern Europe	Hungary	1920	5.43731	Eastern Europe
616	Eastern Europe	Poland	1920	2.35129	Eastern Europe
642	Eastern Europe	Romania	1920	2.14986	Eastern Europe
124	Western Offshoots	Canada	1920	7.54541	Western Offshoots
840	Western Offshoots	United States of America	1920	5.97486	Western Offshoots
52	Latin America and Caribbean	Barbados	1920	5.63352	#N/A
192	Latin America and Caribbean	Cuba	1920	2.50025	Latin America and Caribean
388	Latin America and Caribbean	Jamaica	1920	3.66272	Latin America and Caribean
630	Latin America and Caribbean	Puerto Rico	1920	1.92756	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1920	4.45124	Latin America and Caribean
188	Latin America and Caribbean	Costa Rica	1920	1.67464	Latin America and Caribean
222	Latin America and Caribbean	El Salvador	1920	1.53413	Latin America and Caribean
320	Latin America and Caribbean	Guatemala	1920	2.22481	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1920	1.79691	Latin America and Caribean
484	Latin America and Caribbean	Mexico	1920	1.98362	Latin America and Caribean
558	Latin America and Caribbean	Nicaragua	1920	0.811457	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1920	2.88482	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1920	2.41636	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1920	0.96407	Latin America and Caribean
152	Latin America and Caribbean	Chile	1920	3.32338	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1920	2.31517	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1920	2.01411	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1920	3.17866	#N/A
600	Latin America and Caribbean	Paraguay	1920	2.28759	Latin America and Caribean
604	Latin America and Caribbean	Peru	1920	1.00598	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1920	2.51181	Latin America and Caribean
36	Western Offshoots	Australia	1920	6.79755	Western Offshoots
554	Western Offshoots	New Zealand	1920	4.59514	Western Offshoots
50	South and South-East Asia	Bangladesh	1920	1.59756	South and South-East Asia
356	South and South-East Asia	India	1920	0.310052	South and South-East Asia
586	South and South-East Asia	Pakistan	1920	0.680161	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1920	1.63823	South and South-East Asia
408	East Asia	Democratic People's Republic of Korea	1920	0.0724616	East Asia
392	East Asia	Japan	1920	4.81041	East Asia
410	East Asia	Korea	1920	0.108376	East Asia
9002	East Asia	Taiwan	1920	0.528954	East Asia
458	South and South-East Asia	Malaysia	1920	0.634306	South and South-East Asia
104	South and South-East Asia	Myanmar	1920	0.725168	South and South-East Asia
608	South and South-East Asia	Philippines	1920	1.26004	South and South-East Asia
702	South and South-East Asia	Singapore	1920	1.40703	South and South-East Asia
764	South and South-East Asia	Thailand	1920	0.338065	South and South-East Asia
704	South and South-East Asia	Viet Nam	1920	0.490476	South and South-East Asia
196	MENA	Cyprus	1920	1.84303	#N/A
376	MENA	Israel	1920	1.15996	MENA
275	MENA	Palestinian Authority	1920	0.340423	MENA
12	MENA	Algeria	1920	0.672953	MENA
818	MENA	Egypt	1920	0.275942	MENA
788	MENA	Tunisia	1920	0.295384	MENA
270	Sub-Saharan Africa	Gambia	1920	0.176784	Sub-Saharan Africa
288	Sub-Saharan Africa	Ghana	1920	0.256704	Sub-Saharan Africa
566	Sub-Saharan Africa	Nigeria	1920	0.0732662	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1920	0.443999	Sub-Saharan Africa
72	Sub-Saharan Africa	Botswana	1920	0.369393	Sub-Saharan Africa
710	Sub-Saharan Africa	South Africa	1920	2.10846	Sub-Saharan Africa
404	Sub-Saharan Africa	Kenya	1920	0.0638695	Sub-Saharan Africa
450	Sub-Saharan Africa	Madagascar	1920	0.817078	Sub-Saharan Africa
454	Sub-Saharan Africa	Malawi	1920	1.12282	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1920	1.53294	Sub-Saharan Africa
690	Sub-Saharan Africa	Seychelles	1920	3.97673	Sub-Saharan Africa
800	Sub-Saharan Africa	Uganda	1920	0.0322752	Sub-Saharan Africa
894	Sub-Saharan Africa	Zambia	1920	0.437821	Sub-Saharan Africa
716	Sub-Saharan Africa	Zimbabwe	1920	0.338858	Sub-Saharan Africa
40	Western Europe	Austria	1921	5.73235	Western Europe
56	Western Europe	Belgium	1921	5.18708	Western Europe
250	Western Europe	France	1921	6.43599	Western Europe
276	Western Europe	Germany	1921	6.86151	Western Europe
528	Western Europe	Netherlands	1921	6.70745	Western Europe
756	Western Europe	Switzerland	1921	9.11043	Western Europe
208	Western Europe	Denmark	1921	5.86919	Western Europe
246	Western Europe	Finland	1921	2.16322	Western Europe
352	Western Europe	Iceland	1921	3.29538	#N/A
372	Western Europe	Ireland	1921	4.79002	Western Europe
578	Western Europe	Norway	1921	6.45224	Western Europe
752	Western Europe	Sweden	1921	8.17046	Western Europe
826	Western Europe	United Kingdom	1921	5.86781	Western Europe
380	Western Europe	Italy	1921	3.62464	Western Europe
620	Western Europe	Portugal	1921	2.12492	Western Europe
724	Western Europe	Spain	1921	4.59393	Western Europe
100	Eastern Europe	Bulgaria	1921	2.28205	Eastern Europe
348	Eastern Europe	Hungary	1921	5.49881	Eastern Europe
616	Eastern Europe	Poland	1921	2.28426	Eastern Europe
